crID	cat	trf	maxnet	new_purity	new_recovered	new_n_big	new_assigned	new_n_alleles	cur_purity	cur_recovered	cur_n_big	cur_assigned	cur_n_alleles
1723	hom	False	144	1.0	True	2	0.9473684210526315	1	1.0	True	1	1.0	1
1733	hom	True	85	1.0	True	2	0.8823529411764706	1	1.0	True	1	1.0	1
1735	hom	True	25	1.0	True	2	0.8421052631578947	1	1.0	True	1	1.0	1
1737	het	True	46	1.0	True	2	0.9523809523809523	2	0.9523809523809523	True	2	1.0	2
1743	ref	True	0	1.0	True	1	1.0	1	1.0	True	1	1.0	1
1747	cpx_het	True	25	1.0	True	2	0.9090909090909091	2	0.6363636363636364	False	1	1.0	2
1755	het	False	316	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1761	het	True	40	1.0	True	2	0.9	2	1.0	True	2	1.0	2
1778	het	False	81	1.0	True	2	0.9230769230769231	2	1.0	True	2	1.0	2
1781	het	True	7852	1.0	True	2	0.95	2	1.0	True	2	1.0	2
1782	cpx_het	False	52	1.0	True	2	0.8421052631578947	2	0.5263157894736842	False	1	1.0	2
1785	cpx_het	False	120	1.0	True	2	0.8181818181818182	2	0.9545454545454546	True	2	1.0	2
1787	cpx_het	True	1266	1.0	True	2	0.9411764705882353	2	1.0	True	2	1.0	2
1804	cpx_het	True	136	1.0	True	2	0.875	2	0.9375	True	2	1.0	2
1805	cpx_het	True	30	1.0	True	2	0.8571428571428571	2	1.0	True	2	1.0	2
1807	hom	True	45	1.0	True	2	0.9444444444444444	1	1.0	True	1	1.0	1
1814	cpx_het	True	40	1.0	True	2	0.875	2	0.9375	True	2	1.0	2
1816	hom	False	31	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1829	hom	False	151	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1834	het	False	37	1.0	True	2	0.9259259259259259	2	0.8888888888888888	True	2	1.0	2
1836	hom	True	324	1.0	True	2	0.9166666666666666	1	1.0	True	1	1.0	1
1849	cpx_het	True	57	1.0	True	2	0.9230769230769231	2	0.9230769230769231	True	2	1.0	2
1864	het	False	5	1.0	True	2	0.8823529411764706	2	0.5294117647058824	False	1	1.0	2
1876	het	True	349	1.0	True	2	0.9230769230769231	2	1.0	True	2	1.0	2
1884	het	False	325	1.0	True	2	0.9	2	1.0	True	2	1.0	2
1885	cpx_het	True	222	0.625	False	1	0.8	2	0.7	False	1	1.0	2
1893	het	False	118	1.0	True	2	0.75	2	1.0	True	2	1.0	2
1895	hom	True	455	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1896	hom	True	90	1.0	True	2	1.0	1	1.0	True	1	1.0	1
1902	cpx_het	True	1517	1.0	True	2	0.8	2	0.8666666666666667	True	2	1.0	2
1906	het	True	43	1.0	True	2	0.875	2	1.0	True	2	1.0	2
1910	het	True	32	1.0	True	2	0.9411764705882353	2	1.0	True	2	1.0	2
1920	hom	True	541	1.0	True	1	0.5294117647058824	1	1.0	True	1	1.0	1
1923	cpx_het	True	34	1.0	False	1	1.0	2	0.8888888888888888	False	1	1.0	2
1934	het	True	1232	1.0	True	2	0.8947368421052632	2	0.9473684210526315	True	2	1.0	2
1951	het	True	69	1.0	True	2	0.96	2	0.84	True	2	1.0	2
1954	hom	True	76	1.0	True	2	0.9333333333333333	1	1.0	True	1	1.0	1
1959	het	True	1140	1.0	True	2	0.8947368421052632	2	0.9473684210526315	True	2	1.0	2
1965	hom	True	322	1.0	True	2	0.8823529411764706	1	1.0	True	1	1.0	1
1973	het	False	24	1.0	True	2	0.96	2	0.52	False	1	1.0	2
1974	het	True	30	1.0	True	2	1.0	2	0.9375	True	2	1.0	2
1981	cpx_het	True	90	1.0	True	2	1.0	2	1.0	True	2	1.0	2
1982	hom	False	4147	1.0	True	2	1.0	1	1.0	True	2	1.0	1
1994	hom	False	36	1.0	True	2	0.95	1	1.0	True	1	1.0	1
1997	cpx_het	True	611	1.0	True	2	0.9629629629629629	2	1.0	True	2	1.0	2
1998	hom	True	46	1.0	True	2	0.96	1	1.0	True	1	1.0	1
1999	hom	True	342	1.0	True	2	0.9130434782608695	1	1.0	True	1	1.0	1
2001	hom	False	324	1.0	True	2	0.92	1	1.0	True	1	1.0	1
